url,id,type,caption,commentsCount,likesCount,timestamp,isCommentsDisabled,date,month,groundtruth
https://www.instagram.com/p/DaWaWx7ptE8/,3933447239206621500,Video,O PIX nasceu no governo Bolsonaro e pertence ao povo brasileiro. Meu compromisso é defender essa conquista e proteger o que é nosso.,2875,41543,2026-07-04 00:05:52+00:00,False,2026-07-04,7,
https://www.instagram.com/p/DU_XuUYia4V/,3836889745595149845,Video,"Uma brasileira fez o que o mundo dizia ser impossível.
25 anos de pesquisa. Recursos escassos. E mesmo assim, a Dra. Tatiana Sampaio criou a polilaminina o primeiro tratamento capaz de regenerar a medula espinhal.
O Brasil não precisa importar milagre. O milagre é nosso.
O que falta é um governo que valorize.
Ciência e tecnologia serão prioridade absoluta.

#BrasilQueDáCerto #Polilaminina #CiênciaBrasileira #TatianaSampaio",35026,567600,2026-02-20 18:43:42+00:00,False,2026-02-20,2,
https://www.instagram.com/p/DWnJNpViQ10/,3866099325277375860,Video,DIA DO LULA: Mais uma vez provando que tudo o que sai da boca do Lula é mentira.,6317,106580,2026-04-02 01:56:58+00:00,False,2026-04-02,4,
https://www.instagram.com/p/DY0aDvrJB9j/,3905861383394434915,Video,"O Brasil não aguenta mais ser refém de facções narcoterroristas. Precisamos dar um fim ao domínio do terror. E podem ter certeza, ou essas facções deixam o País, ou serão neutralizadas.",21611,376878,2026-05-26 22:42:56+00:00,False,2026-05-26,5,
https://www.instagram.com/p/DTXvdi5CR0a/,3807720748480011546,Video,"Pense nisso!
Vídeo @reidatretaa",4585,229362,2026-01-11 12:49:04+00:00,False,2026-01-11,1,
https://www.instagram.com/p/DVjjn3fiSYw/,3847075177976899120,Video,"Essa aí deve ter muita coisa para delatar. Imagina tudo o que ela sabe…
O que será que ela falou?",2058,68909,2026-03-06 19:59:16+00:00,False,2026-03-06,3,
https://www.instagram.com/p/DVWc0G-iZZ7/,3843386058214053499,Video,"CHEGAMOS!

É lindo ver tanta gente de verde e amarelo nas ruas. O Brasil mostrou que está vivo e que quer mudança.

#AcordaBrasil",33670,514167,2026-03-01 17:49:23+00:00,False,2026-03-01,3,
https://www.instagram.com/p/DaLlQaCJ9t5/,3930398954996882297,Video,"Não queria falar, massssssssssss",39632,743969,2026-06-29 19:08:37+00:00,False,2026-06-29,6,
https://www.instagram.com/p/DYCJCtJxjuK/,3891712796341451658,Video,"O Brasil não aguenta mais ver menor de idade cometendo crimes bárbaros e saindo impune porque é “de menor”.

Hoje, o crime organizado recruta adolescentes justamente porque sabe que a punição é fraca.

Quem estupra, sequestra, mata e destrói famílias tem que responder pelos seus atos, sim!

A redução da maioridade penal não é mais um debate político. É um pedido da esmagadora maioria dos brasileiros.

E eu não vou descansar até que a redução da maioridade penal seja aprovada no Brasil.",14592,298726,2026-05-07 10:05:00+00:00,False,2026-05-07,5,
https://www.instagram.com/p/DUtUCZGiWP4/,3831806983284548600,Video,"Como eu já disse, Lula enganou muita gente e agora vai pedir mais 4 anos dizendo que vai salvar o Brasil. Nos últimos 26 anos, o PT governou por 20. O que realmente mudou na sua vida?

O Brasil está de cabeça para baixo. Casos de corrupção, crises institucionais, denúncias de desvios envolvendo aposentadorias e pensões marcaram os governos petistas. O país está cansado disso.

Chegou a hora de virar a página, trazer equilíbrio e pacificar o Brasil, com responsabilidade, diálogo e foco no que realmente importa para as pessoas.

Parabéns pela coragem, @kellecristinapereiraoliveira",3625,63757,2026-02-13 18:24:42+00:00,False,2026-02-13,2,
https://www.instagram.com/p/DTgGIDniQ1J/,3810072226674838857,Video,Falar a verdade é crime no governo Lula.,45541,954474,2026-01-14 18:41:34+00:00,False,2026-01-14,1,
https://www.instagram.com/p/DaEv-RGJpoo/,3928475762124298792,Video,"Participei, nesta sexta-feira (26), da Romaria do Divino Pai Eterno, um percurso de 22 km entre Goiânia e Trindade.

Cada quilômetro foi um lembrete de que a fé nos fortalece, renova nossa esperança e nos aproxima de Deus.

Obrigado a todos pela recepção e pelo carinho. Meu coração se alegra em ver tantas pessoas unidas pela fé, mantendo viva essa tradição e renovando a esperança de um Brasil cada vez mais abençoado.

Com @wildermorais",3655,39422,2026-06-27 03:28:49+00:00,False,2026-06-27,6,
https://www.instagram.com/p/DXm5S9QCWyr/,3884043720022650027,Video,Vamos pra cima! Ainda temos muito trabalho pela frente. Mas isso só é possível com o apoio de vocês!,5317,71699,2026-04-26 20:09:02+00:00,False,2026-04-26,4,
https://www.instagram.com/p/DYJ9EmRpCL9/,3893911949651747581,Video,"Uma mãe pode até se cansar. 
Mas nunca desiste.

Mesmo nas noites difíceis, nas preocupações silenciosas e nos dias em que ninguém vê o esforço… ela continua ali.

Cuidando, protegendo, amando.

Hoje é dia de agradecer quem dedicou a própria vida para cuidar da nossa.

Nas pessoas de Fernanda Bolsonaro e Rogéria Bolsonaro, quero desejar um feliz Dia das Mães a todas as famílias brasileiras. ❤️",5959,120919,2026-05-10 10:56:05+00:00,False,2026-05-10,5,
https://www.instagram.com/p/DZ81mAEpTXh/,3926248683043370465,Video,"A educação é o alicerce para o futuro, é o que vai nos tirar de onde o Lula jogou o Brasil e nos transformar num País melhor. Vem com fé que o Brasil tem futuro!",7937,109077,2026-06-24 01:45:33+00:00,False,2026-06-24,6,
https://www.instagram.com/p/DZgBpYKpAst/,3918138917305715501,Video,"Minha vida, a cada dia que passa você está mais maravilhosa e eu fico mais apaixonado!
Já são 18 anos juntos, com muito amor, felicidades, superações, parceria, amizade, respeito e duas princesinhas do jeitinho que pedimos a Deus!
Te amo pra seeeeempreeeeeee!!!!
@fernanda.bolsonaro",3589,142137,2026-06-12 21:22:33+00:00,False,2026-06-12,6,
https://www.instagram.com/p/DU6BNfIiaSN/,3835383357488342157,Video,"FAMÍLIA! Tem que conservar e proteger sempre!
Com @fernanda.bolsonaro",2083,73409,2026-02-18 16:49:53+00:00,False,2026-02-18,2,
https://www.instagram.com/p/DW3xhYRiT46/,3870780202834017850,Video,Bora pra cima! A batalha está só no começo e ainda temos uma longa jornada e muito trabalho pela frente. A nossa união será a derrota da esquerda!,9522,127158,2026-04-08 12:57:14+00:00,False,2026-04-08,4,
https://www.instagram.com/p/DZa95ogJ3no/,3916715067288549864,Image,Faz o L de ladrão.,4162,69655,2026-06-10 22:00:57+00:00,False,2026-06-10,6,
https://www.instagram.com/p/DaQznBwJA6k/,3931869457007513252,Video,"Foi muito bom poder ouvir todas vocês e entender um pouco mais o que vocês esperam do Brasil. Saio desse café da manhã com a certeza que é a força de vocês que vai transformar o nosso País. Vem com fé que o Brasil tem futuro!

@fernanda.bolsonaro
@priscilacosta
@biakicis
@oficialdanimarques 
@silviawaiapi
@juliazanattasc
@coronelfernandamt
@carladicksonoficial",9204,78816,2026-07-01 19:50:53+00:00,False,2026-07-01,7,
https://www.instagram.com/p/DZOKqqppgU4/,3913112038710576440,Video,PCC e CV não podem continuar a dominar territórios. Soberania é o trabalhador saber que seu filho vai voltar vivo para casa. Vamos para cima!,9457,127195,2026-06-05 22:42:51+00:00,False,2026-06-05,6,
https://www.instagram.com/p/DW7f0vYCQ1T/,3871828268378819923,Video,A mudança já começou e isso só é possível graças a você que acredita em um futuro melhor para o Brasil e para os nossos filhos.,5698,86632,2026-04-09 23:42:20+00:00,False,2026-04-09,4,
https://www.instagram.com/p/DVD_m_UiaKy/,3838191063710409394,Video,A pessoa mente de maneira tão natural que quase engana. Ainda bem que existe internet para desmascarar esse tipo de fraude.,5900,89280,2026-02-22 13:47:48+00:00,False,2026-02-22,2,
https://www.instagram.com/p/DXkqTE_iRLR/,3883414807684649681,Video,Envie esse vídeo para quem caiu na fake news do PT. A verdade está do nosso lado!,84766,1376204,2026-04-25 23:21:47+00:00,False,2026-04-25,4,
https://www.instagram.com/p/DZckKWLpl5w/,3917164816592428656,Video,Parabéns aos deputados que aprovaram na CCJ da Câmara a redução da maioridade penal para 16 anos. Esse é um primeiro passo importante para reconquistarmos os territórios brasileiros perdidos para o crime e para dar paz e segurança ao cidadão de bem.,14372,252516,2026-06-11 12:57:43+00:00,False,2026-06-11,6,
https://www.instagram.com/p/DVwoLF2ib3Q/,3850754365460168144,Video,"A liberdade é o pilar essencial de qualquer democracia. E o presidente argentino tem mostrado ao mundo o que é possível fazer quando se faz uma gestão séria e comprometida com o país. Muito obrigado pelo carinho, @javiermilei",19792,757855,2026-03-11 21:53:47+00:00,False,2026-03-11,3,
https://www.instagram.com/p/DZgPlXwpQQF/,3918200214642820101,Video,"Lula e o PT usam o verde e amarelo apenas nos momentos de eleição e Copa do Mundo. A gente veste essa camisa a vida inteira! 💚💛

Vamos para cima, Brasil, porque com o pé direito tudo dá certo: na vida, na política e, claro, no gol! 
🇧🇷

#CopadoMundo #Brasil #Copa2026",5342,112828,2026-06-12 23:12:55+00:00,False,2026-06-12,6,
https://www.instagram.com/p/DUBEUUQDMaO/,3819352947306579598,Video,"Sempre na missão, sempre pelo Brasil e pelos brasileiros. O tempo da mudança já começou.

Com @bolsonarosp",14331,271631,2026-01-27 14:09:11+00:00,False,2026-01-27,1,
https://www.instagram.com/p/DTnLg6KidYr/,3812066249581123115,Video,"LULA É UM PRODUTO VENCIDO!
Imagina tudo o que o Lula escondeu embaixo do tapete. Quando a gente tirar ele do Planalto, a gente descobre. Não vai passar impune!",10474,220019,2026-01-17 12:43:35+00:00,False,2026-01-17,1,
https://www.instagram.com/p/DVWt0t8kdNR/,3843460866847658833,Video,"Tem dias em que a história é escrita com batom, tem dia que história é escrita com passos na rua.

De Norte a Sul, o Brasil vestiu verde e amarelo e saiu de casa por algo maior que si mesmo. Gente comum, trabalhadores, famílias inteiras, unidos por amor à pátria e pela defesa da nossa liberdade.

Todos que foram às ruas serão lembrados. As futuras gerações saberão que houve um tempo em que brasileiros não se calaram. Que levantaram a bandeira e a voz.

Nunca esqueceremos! 🇧🇷",1327,27842,2026-03-01 20:18:09+00:00,False,2026-03-01,3,
https://www.instagram.com/p/DZvxkbzprCY/,3922571808500789400,Video,"Agora começa a ficar claro o porquê do Lula querer mudar o presidente do Banco Central para ajudar o Master. E pode ter certeza, o Jaques Master não deve ser o único petista enrolado. 

Lula é Master e Master é Lula",15554,309231,2026-06-18 23:59:22+00:00,False,2026-06-18,6,
https://www.instagram.com/p/DYfpnEppZcN/,3900018807286372109,Video,"Eu já sabia! Agora o hexa vem! 
Vamos com tudo, @neymarjr",18506,481270,2026-05-18 21:08:39+00:00,False,2026-05-18,5,
https://www.instagram.com/p/DTLr0EHibLE/,3804327004078715588,Video,"Nem o criminoso mais asqueroso do mundo é tratado da maneira como estão tratando o meu pai @jairmessiasbolsonaro .
O que estão fazendo com ele já ultrapassou todos os limites da crueldade, da justiça e da própria humanidade.

ISSO É TORTURA!
Até quando?

O que mais ainda pretendem fazer com ele?
Como um ser humano pode ser tão cruel assim?",7713,135083,2026-01-06 20:27:33+00:00,False,2026-01-06,1,
https://www.instagram.com/p/DW0KYgqCWgG/,3869763644615649286,Video,"Tenho visto muita coisa sendo falada por aí. Ataques, pressão e tentativas de desmobilizar. Sei que o que vem pela frente não será fácil.

Mas há algo que me fortalece. Cada mensagem, cada comentário, cada vídeo e cada defesa de vocês. Gente que dedica tempo, energia e paciência para defender o que acredita, o Brasil e o nosso futuro. Eu sei o valor disso. E deixo aqui o meu obrigado, de coração.

Assim como aconteceu lá atrás, isso não é sobre comando, não é sobre ordem. É sobre convicção. É sobre um povo que decidiu se levantar para resgatar o Brasil.

O desafio é grande. Do outro lado há dinheiro, máquina pública e, muitas vezes, um jogo desleal. Mas a nossa força vem de onde eles nunca terão. Vem de gente de verdade. Não podemos parar. Não podemos e não vamos recuar.

Com Deus à frente, coragem e união, vamos alcançar o que o Brasil precisa. Um país mais justo, mais próspero e que olha para frente.

Conto com vocês. E sigo aqui, firme, junto com cada um!",4285,84807,2026-04-07 03:18:23+00:00,False,2026-04-07,4,
https://www.instagram.com/p/DVVpeZlEVxe/,3843160265987284062,Video,"O BRASIL NÃO AGUENTA MAIS QUATRO ANOS DE PT. 
ACORDA, BRASIL!

Espero vocês na Avenida Paulista neste domingo, dia 1º, às 14h. É o Brasil nas ruas. O povo acordou!",4401,130158,2026-03-01 10:20:00+00:00,False,2026-03-01,3,
https://www.instagram.com/p/DZHtuqpJvNG/,3911295920371069766,Video,Lula está mentindo e enganando há mais de quatro décadas. Chega de Lula! PT nunca mais!,10716,161742,2026-06-03 10:35:38+00:00,False,2026-06-03,6,
https://www.instagram.com/p/DXxIx43puBu/,3886926566087123054,Video,"Ao derrubar os vetos ao PL da Dosimetria, fizemos mais do que justiça: colocamos um ponto final em um processo que tratava de forma desproporcional pessoas que foram punidas, em grande parte, por pensarem diferente.",4120,90995,2026-04-30 19:37:12+00:00,False,2026-04-30,4,
https://www.instagram.com/p/DUlsx3xDPOO/,3829663999328056206,Image,O caminho da prosperidade está mais perto do que nunca. Vamos tesourar tudo o que atrasa o Brasil e fazer o Brasil alcançar a sua verdadeira vocação. Nosso destino sempre foi ser grande!,28979,496575,2026-02-10 19:27:00+00:00,False,2026-02-10,2,
https://www.instagram.com/p/DWAdlKmlTHm/,3855211378383335910,Sidecar,"E ainda ficou de fora dessa lista o mais novo “feito” lulopetista, o esquema do Banco Master! 
Master Lula ou Lula Master? Diz aí nos comentários 👇",4737,145686,2026-03-18 01:23:51+00:00,False,2026-03-18,3,
https://www.instagram.com/p/DUoMyuCCaor/,3830367745036888619,Image,"Obrigado a todos que têm apoiado o nosso projeto e que acreditam e querem um Brasil de prosperidade. Vamos lutar até o fim para que cada brasileiro possa ter não apenas uma vida digna, mas um futuro de bem-estar.",4923,103792,2026-02-11 18:44:20+00:00,False,2026-02-11,2,
https://www.instagram.com/p/DU9ANssAZTk/,3836223398925669604,Video,Estamos avançando em todas as unidades da federação. Vamos resgatar o Brasil!,11615,196778,2026-02-19 20:42:09+00:00,False,2026-02-19,2,
https://www.instagram.com/p/DadhZyVJJrp/,3935448556955278057,Video,"Diferente do Lula, que não mandou ninguém para defender o PIX e defender o Brasil das tarifas, eu vim aqui para fazer uma defesa técnica e mostrar a verdade para os americanos. 

Tenho confiança que essas tarifas não serão aplicadas. Vamos proteger nossa economia e as nossas empresas!",9571,127995,2026-07-06 18:32:48+00:00,False,2026-07-06,7,
https://www.instagram.com/p/DVW34sBCQOc/,3843505120118113180,Video,Precisamos fazer uma defesa intransigente das mulheres. Nenhum assassino de mulheres ficará impune! #AcordaBrasil,3219,93745,2026-03-01 21:49:44+00:00,False,2026-03-01,3,
